,Name,Category,Record,Style
1684,JUANCAMILO RONDEROS,Flyweight,4-1-0 (W-L-D),MMA
1685,BEN ROTHWELL,Heavyweight,39-14-0 (W-L-D),MMA
1686,KHALIL ROUNTREE JR.,Light Heavyweight,11-5-0 (W-L-D),MMA
1687,JAIRZINHO ROZENSTRUIK,Heavyweight,12-3-0 (W-L-D),MMA
1688,MONTSERRAT RUIZ,Women's Strawweight,10-2-0 (W-L-D),MMA
1689,BENOIT SAINT DENIS,Welterweight,8-1-0 (W-L-D),MMA
1690,OVINCE SAINT PREUX,Light Heavyweight,26-16-0 (W-L-D),MMA
1691,AUGUSTO SAKAI,Heavyweight,15-4-1 (W-L-D),MMA
1692,DIEGO SANCHEZ,Welterweight,32-13-0 (W-L-D),MMA
1693,CORY SANDHAGEN,Bantamweight,14-4-0 (W-L-D),MMA
1694,EDMEN SHAHBAZYAN,Middleweight,11-3-0 (W-L-D),MMA
1695,CHASE SHERMAN,Heavyweight,15-10-0 (W-L-D),MMA
1696,JACK SHORE,Bantamweight,16-0-0 (W-L-D),MMA
1697,CHAS SKELLY,Featherweight,19-3-0 (W-L-D),MMA
1698,DEVONTE SMITH,Lightweight,11-4-0 (W-L-D),MMA
1699,LOUIS SMOLKA,Bantamweight,17-8-0 (W-L-D),MMA
1700,PETER SOBOTTA,Welterweight,17-6-1 (W-L-D),MMA
1701,JIN SOO SON,Lightweight,9-4-0 (W-L-D),MMA
1702,PUNAHELE SORIANO,Middleweight,8-2-0 (W-L-D),MMA
1703,RYAN SPANN,Light Heavyweight,21-7-0 (W-L-D),MMA
1704,FELICIA SPENCER,Women's Featherweight,9-3-0 (W-L-D),MMA
1705,LAUREANO STAROPOLI,Middleweight,9-5-0 (W-L-D),MMA
1706,DARREN STEWART,Light Heavyweight,12-8-0 (W-L-D),MMA
1707,JULIJA STOLIARENKO,Women's Bantamweight,9-7-1 (W-L-D),MMA
1708,SEAN STRICKLAND,Middleweight,25-3-0 (W-L-D),MMA
1709,TATIANA SUAREZ,Women's Strawweight,9-0-0 (W-L-D),MMA
1710,JUSTIN SUMTER,Middleweight,7-2-0 (W-L-D),MMA
1711,KHALID TAHA,Bantamweight,13-4-0 (W-L-D),MMA
1712,BRAD TAVARES,Middleweight,19-7-0 (W-L-D),MMA
1713,DUŠKO TODOROVIĆ,Middleweight,11-2-0 (W-L-D),MMA
1714,MICHAEL TRIZANO,Featherweight,10-2-0 (W-L-D),MMA
1715,JALIN TURNER,Lightweight,13-5-0 (W-L-D),MMA
1716,MARCIN TYBURA,Heavyweight,22-7-0 (W-L-D),MMA
1717,GILBERT URBINA,Middleweight,6-2-0 (W-L-D),MMA
1718,GENARO VALDEZ,Lightweight,10-1-0 (W-L-D),MMA
1719,TIMUR VALIEV,Bantamweight,18-3-0 (W-L-D),MMA
1720,JARED VANDERAA,Heavyweight,12-8-0 (W-L-D),MMA
1721,LANDO VANNATA,Featherweight,12-6-2 (W-L-D),MMA
1722,MARVIN VETTORI,Light Heavyweight,18-5-1 (W-L-D),MMA
1723,CHEYANNE VLISMAS,Women's Strawweight,7-2-0 (W-L-D),MMA
1724,JOHNNY WALKER,Light Heavyweight,18-7-0 (W-L-D),MMA
1725,EMILY WHITMIRE,Women's Flyweight,4-5-0 (W-L-D),MMA
1726,ROBERT WHITTAKER,Middleweight,24-6-0 (W-L-D),MMA
1727,KHAOS WILLIAMS,Welterweight,13-3-0 (W-L-D),MMA
1728,JASON WITT,Welterweight,19-8-0 (W-L-D),MMA
1729,NATHANIEL WOOD,Bantamweight,17-5-0 (W-L-D),MMA
1730,KHAMA WORTHY,Lightweight,16-9-0 (W-L-D),MMA
1731,JORDAN WRIGHT,Middleweight,12-3-0 (W-L-D),MMA
1732,RANI YAHYA,Bantamweight,28-10-1 (W-L-D),MMA
1733,SHANNA YOUNG,Women's Flyweight,9-5-0 (W-L-D),MMA
1734,SHANE YOUNG,Featherweight,13-6-0 (W-L-D),MMA
1735,SODIQ YUSUFF,Featherweight,12-2-0 (W-L-D),MMA
1736,AIEMANN ZAHABI,Bantamweight,8-2-0 (W-L-D),MMA
1737,ZACH ZANE,Featherweight,12-7-0 (W-L-D),MMA
1738,DAVID ZAWADA,Welterweight,17-7-0 (W-L-D),MMA
1739,SHAMIL ABDURAKHIMOV,Heavyweight,20-7-0 (W-L-D),Grappler
1740,FABIO CHERANT,Light Heavyweight,7-4-0 (W-L-D),Grappler
1741,CARLOS CONDIT,Welterweight,32-14-0 (W-L-D),Grappler
1742,RAFAEL DOS ANJOS,Lightweight,31-13-0 (W-L-D),Grappler
1743,RAFA GARCIA,Lightweight,14-2-0 (W-L-D),Grappler
1744,MIKE GRUNDY,Featherweight,12-4-0 (W-L-D),Grappler
1745,CHASE HOOPER,Featherweight,10-2-1 (W-L-D),Grappler
1746,DAMON JACKSON,Featherweight,20-4-1 (W-L-D),Grappler
1747,SABINA MAZO,Women's Flyweight,9-4-0 (W-L-D),Grappler
1748,DARRICK MINNER,Featherweight,26-13-0 (W-L-D),Grappler
1749,JOHNNY MUNOZ,Bantamweight,11-1-0 (W-L-D),Grappler
1750,GUNNAR NELSON,Welterweight,18-5-1 (W-L-D),Grappler
1751,ALAN PATRICK,Lightweight,15-3-0 (W-L-D),Grappler
1752,JESSICA PENNE,Women's Strawweight,14-6-0 (W-L-D),Grappler
1753,LARA PROCOPIO,Women's Flyweight,7-2-0 (W-L-D),Grappler
1754,GREGORY RODRIGUES,Middleweight,11-4-0 (W-L-D),Grappler
1755,BRUNO SILVA,Flyweight,12-5-2 (W-L-D),Grappler
1756,JOE SOLECKI,Lightweight,11-3-0 (W-L-D),Grappler
1757,TATIANA SUAREZ,Women's Strawweight,9-0-0 (W-L-D),Grappler
1758,MIESHA TATE,Women's Flyweight,19-8-0 (W-L-D),Grappler
1759,TAGIR ULANBEKOV,Flyweight,14-2-0 (W-L-D),Grappler
1760,MARLON VERA,Bantamweight,19-7-1 (W-L-D),Grappler
1761,CHRIS BARNETT,Heavyweight,22-8-0 (W-L-D),Taekwondo
1762,FELIPE COLARES,Featherweight,10-3-0 (W-L-D),Taekwondo
1763,CHARLIE ONTIVEROS,Lightweight,11-8-0 (W-L-D),Taekwondo
1764,ELISE REED,Women's Strawweight,5-1-0 (W-L-D),Taekwondo
1765,KB BHULLAR,Middleweight,8-2-0 (W-L-D),Kung Fu
1766,MANDY BOHM,Women's Flyweight,7-1-0 (W-L-D),Kung Fu
1767,KEVIN HOLLAND,Welterweight,22-7-0 (W-L-D),Kung Fu
1768,MARKUS PEREZ,Middleweight,12-5-0 (W-L-D),Kung Fu
1769,ANDREI ARLOVSKI,Heavyweight,34-20-0 (W-L-D),Sambo
1770,ION CUTELABA,Light Heavyweight,16-6-1 (W-L-D),Sambo
1771,ISLAM MAKHACHEV,Lightweight,22-1-0 (W-L-D),Sambo
1772,SHAVKAT RAKHMONOV,Welterweight,15-0-0 (W-L-D),Sambo
1773,SERGHEI SPIVAC,Heavyweight,14-3-0 (W-L-D),Sambo
1774,MATT BROWN,Welterweight,25-19-0 (W-L-D),Brawler
1775,PRISCILA CACHOEIRA,Women's Flyweight,11-4-0 (W-L-D),Brawler
1776,MATT FREVOLA,Lightweight,9-3-1 (W-L-D),Brawler
1777,JASMINE JASUDAVICIUS,Women's Flyweight,7-1-0 (W-L-D),Brawler
1778,WILLIAM KNIGHT,Heavyweight,11-4-0 (W-L-D),Brawler
1779,DERRICK LEWIS,Heavyweight,26-9-0 (W-L-D),Brawler
1780,BRANDON ROYVAL,Flyweight,14-6-0 (W-L-D),Brawler
1781,ALAN BAUDOT,Heavyweight,8-4-0 (W-L-D),Judo
1782,FELIPE COLARES,Featherweight,10-3-0 (W-L-D),Judo
1783,STEPHANIE EGGER,Women's Bantamweight,7-2-0 (W-L-D),Judo
1784,BARTOSZ FABINSKI,Middleweight,15-5-0 (W-L-D),Judo
1785,NICK HEIN,Lightweight,14-5-0 (W-L-D),Judo
1786,JACOB KILBURN,Featherweight,8-4-0 (W-L-D),Judo
1787,GIACOMO LEMOS,Heavyweight,6-0-0 (W-L-D),Judo
1788,DALCHA LUNGIAMBULA,Middleweight,11-4-0 (W-L-D),Judo
1789,LUANA PINHEIRO,Women's Strawweight,10-1-0 (W-L-D),Judo
1790,AMANDA RIBAS,Women's Flyweight,11-2-0 (W-L-D),Judo
1791,TABATHA RICCI,Women's Flyweight,6-1-0 (W-L-D),Judo
1792,KETLEN VIEIRA,Women's Bantamweight,12-2-0 (W-L-D),Judo
1793,TANNER BOSER,Heavyweight,20-8-1 (W-L-D),Karate
1794,GIGA CHIKADZE,Featherweight,14-3-0 (W-L-D),Karate
1795,MANON FIOROT,Women's Flyweight,9-1-0 (W-L-D),Karate
1796,SERGEY KHANDOZHKO,Welterweight,28-6-1 (W-L-D),Karate
1797,JACOB KILBURN,Featherweight,8-4-0 (W-L-D),Karate
1798,NIKITA KRYLOV,Light Heavyweight,27-9-0 (W-L-D),Karate
1799,MANA MARTINEZ,Bantamweight,9-3-0 (W-L-D),Karate
1800,GUNNAR NELSON,Welterweight,18-5-1 (W-L-D),Karate
1801,MARCIN PRACHNIO,Light Heavyweight,15-6-0 (W-L-D),Karate
1802,BRUNO SOUZA,Featherweight,10-3-0 (W-L-D),Karate
1803,GEORGES ST-PIERRE,Middleweight,26-2-0 (W-L-D),Karate
1804,STEPHEN THOMPSON,Welterweight,16-6-1 (W-L-D),Karate
1805,ALEXANDER VOLKOV,Heavyweight,34-10-0 (W-L-D),Karate
1806,MICHELLE WATERSON,Women's Flyweight,18-9-0 (W-L-D),Karate
1807,JAILTON ALMEIDA,Heavyweight,15-2-0 (W-L-D),Wrestler
1808,CODY BRUNDAGE,Middleweight,7-2-0 (W-L-D),Wrestler
1809,MICHAEL CHANDLER,Lightweight,23-7-0 (W-L-D),Wrestler
1810,KHAMZAT CHIMAEV,Welterweight,11-0-0 (W-L-D),Wrestler
1811,DEVIN CLARK,Heavyweight,13-6-0 (W-L-D),Wrestler
1812,DOMINICK CRUZ,Bantamweight,24-3-0 (W-L-D),Wrestler
1813,CHRISTOS GIAGOS,Lightweight,19-9-0 (W-L-D),Wrestler
1814,JUSTIN GONZALES,Featherweight,9-0-0 (W-L-D),Wrestler
1815,NOHELIN HERNANDEZ,Bantamweight,10-4-0 (W-L-D),Wrestler
1816,MILES JOHNS,Bantamweight,12-2-0 (W-L-D),Wrestler
1817,SARA MCMANN,Women's Bantamweight,13-6-0 (W-L-D),Wrestler
1818,NICOLAE NEGUMEREANU,Light Heavyweight,12-1-0 (W-L-D),Wrestler
1819,KENNEDY NZECHUKWU,Light Heavyweight,9-3-0 (W-L-D),Wrestler
1820,ALEXANDR ROMANOV,Heavyweight,16-0-0 (W-L-D),Wrestler
1821,ANDREW SANCHEZ,Middleweight,13-7-0 (W-L-D),Wrestler
1822,MATT SAYLES,Lightweight,8-4-0 (W-L-D),Wrestler
1823,ARMAN TSARUKYAN,Lightweight,18-2-0 (W-L-D),Wrestler
1824,CHRISTIAN AGUILERA,Welterweight,14-8-0 (W-L-D),Boxing
1825,JAILTON ALMEIDA,Heavyweight,15-2-0 (W-L-D),Boxing
1826,CHRIS BARNETT,Heavyweight,22-8-0 (W-L-D),Boxing
1827,TOM BREESE,Middleweight,12-3-0 (W-L-D),Boxing
1828,LOUIS COSCE,Welterweight,7-1-0 (W-L-D),Boxing
1829,DEIVESON FIGUEIREDO,Flyweight,21-2-1 (W-L-D),Boxing
1830,LOOPY GODINEZ,Women's Strawweight,8-2-0 (W-L-D),Boxing
1831,TRESEAN GORE,Middleweight,4-1-0 (W-L-D),Boxing
1832,CARLSTON HARRIS,Welterweight,17-5-0 (W-L-D),Boxing
1833,LI JINGLIANG,Welterweight,18-7-0 (W-L-D),Boxing
1834,KAI KAMAKA,Featherweight,8-4-1 (W-L-D),Boxing
1835,JI YEON KIM,Women's Flyweight,9-5-2 (W-L-D),Boxing
1836,LUDOVIT KLEIN,Lightweight,18-4-0 (W-L-D),Boxing
1837,AMANDA LEMOS,Women's Strawweight,11-2-1 (W-L-D),Boxing
1838,AUSTIN LINGO,Featherweight,9-1-0 (W-L-D),Boxing
1839,DALCHA LUNGIAMBULA,Middleweight,11-4-0 (W-L-D),Boxing
1840,TUCKER LUTZ,Featherweight,12-2-0 (W-L-D),Boxing
1841,DON'TALE MAYES,Heavyweight,10-4-0 (W-L-D),Boxing
1842,GINA MAZANY,Women's Flyweight,7-6-0 (W-L-D),Boxing
1843,MARYNA MOROZ,Women's Flyweight,11-3-0 (W-L-D),Boxing
1844,MATHEUS NICOLAU,Flyweight,18-3-1 (W-L-D),Boxing
1845,JUN YONG PARK,Middleweight,13-5-0 (W-L-D),Boxing
1846,MATT SCHNELL,Flyweight,15-6-0 (W-L-D),Boxing
1847,ISRAEL ADESANYA,Middleweight,22-1-0 (W-L-D),Freestyle
1848,SARAH ALPAR,Women's Flyweight,9-6-0 (W-L-D),Freestyle
1849,JULIO ARCE,Bantamweight,18-5-0 (W-L-D),Freestyle
1850,TOM ASPINALL,Heavyweight,12-2-0 (W-L-D),Freestyle
1851,OTTMAN AZAITAR,Lightweight,13-0-0 (W-L-D),Freestyle
1852,IGNACIO BAHAMONDES,Lightweight,13-4-0 (W-L-D),Freestyle
1853,MAYCEE BARBER,Women's Flyweight,10-2-0 (W-L-D),Freestyle
1854,BRYAN BATTLE,Middleweight,8-1-0 (W-L-D),Freestyle
1855,MARIO BAUTISTA,Bantamweight,9-2-0 (W-L-D),Freestyle
1856,MIRSAD BEKTIC,Featherweight,13-4-0 (W-L-D),Freestyle
1857,JOAQUIN BUCKLEY,Middleweight,14-4-0 (W-L-D),Freestyle
1858,DAKOTA BUSH,Lightweight,8-4-0 (W-L-D),Freestyle
1859,ALEX CACERES,Featherweight,19-13-0 (W-L-D),Freestyle
1860,CYNTHIA CALVILLO,Women's Flyweight,9-4-1 (W-L-D),Freestyle
1861,FRANK CAMACHO,Lightweight,22-9-0 (W-L-D),Freestyle
1862,CARLOS CANDELARIO,Flyweight,8-1-0 (W-L-D),Freestyle
1863,KHAMZAT CHIMAEV,Welterweight,11-0-0 (W-L-D),Freestyle
1864,JESSICA-ROSE CLARK,Women's Bantamweight,11-7-0 (W-L-D),Freestyle
1865,JAKE COLLIER,Heavyweight,13-7-0 (W-L-D),Freestyle
1866,KEVIN CROOM,Bantamweight,21-15-0 (W-L-D),Freestyle
1867,JOSH CULIBAO,Featherweight,9-1-1 (W-L-D),Freestyle
1868,CHRIS DAUKAUS,Heavyweight,12-5-0 (W-L-D),Freestyle
1869,MONTANA DE LA ROSA,Women's Flyweight,12-7-1 (W-L-D),Freestyle
1870,MARC DIAKIESE,Lightweight,15-5-0 (W-L-D),Freestyle
1871,DREW DOBER,Lightweight,24-11-0 (W-L-D),Freestyle
1872,AJ DOBSON,Middleweight,6-1-0 (W-L-D),Freestyle
1873,MERAB DVALISHVILI,Bantamweight,14-4-0 (W-L-D),Freestyle
1874,FRANKIE EDGAR,Bantamweight,23-10-1 (W-L-D),Freestyle
1875,DARREN ELKINS,Featherweight,28-10-0 (W-L-D),Freestyle
1876,TIM ELLIOTT,Flyweight,19-12-1 (W-L-D),Freestyle
1877,JOSH EMMETT,Featherweight,17-2-0 (W-L-D),Freestyle
1878,MOVSAR EVLOEV,Featherweight,15-0-0 (W-L-D),Freestyle
1879,TONY FERGUSON,Lightweight,26-8-0 (W-L-D),Freestyle
1880,JINH YU FREY,Women's Strawweight,11-6-0 (W-L-D),Freestyle
1881,CODY GARBRANDT,Flyweight,12-5-0 (W-L-D),Freestyle
1882,STEVE GARCIA,Lightweight,12-4-0 (W-L-D),Freestyle
1883,TREVIN GILES,Welterweight,14-4-0 (W-L-D),Freestyle
1884,MICHEAL GILLMORE,Welterweight,6-5-0 (W-L-D),Freestyle
1885,RICKY GLENN,Lightweight,22-6-2 (W-L-D),Freestyle
1886,JARED GOODEN,Welterweight,18-7-0 (W-L-D),Freestyle
1887,JARED GORDON,Lightweight,18-5-0 (W-L-D),Freestyle
1888,GABRIEL GREEN,Welterweight,11-3-0 (W-L-D),Freestyle
1889,JORDAN GRIFFIN,Featherweight,18-9-0 (W-L-D),Freestyle
1890,CLAY GUIDA,Lightweight,37-19-0 (W-L-D),Freestyle
1891,CHRIS GUTIERREZ,Bantamweight,17-3-2 (W-L-D),Freestyle
1892,WALT HARRIS,Heavyweight,13-10-0 (W-L-D),Freestyle
1893,ED HERMAN,Light Heavyweight,27-15-0 (W-L-D),Freestyle
1894,CARLOS HERNANDEZ,Flyweight,8-1-0 (W-L-D),Freestyle
1895,SCOTT HOLTZMAN,Lightweight,14-5-0 (W-L-D),Freestyle
1896,AUSTIN HUBBARD,Lightweight,13-6-0 (W-L-D),Freestyle
1897,SAM HUGHES,Women's Strawweight,6-4-0 (W-L-D),Freestyle
1898,DUSTIN JACOBY,Light Heavyweight,17-5-1 (W-L-D),Freestyle
1899,TREVIN JONES,Bantamweight,13-8-0 (W-L-D),Freestyle
1900,SAIDYOKUB KAKHRAMONOV,Bantamweight,9-2-0 (W-L-D),Freestyle
1901,CALVIN KATTAR,Featherweight,23-5-0 (W-L-D),Freestyle
1902,BRIAN KELLEHER,Featherweight,24-13-0 (W-L-D),Freestyle
1903,TONY KELLEY,Bantamweight,8-2-0 (W-L-D),Freestyle
1904,DERRICK KRANTZ,Welterweight,24-12-0 (W-L-D),Freestyle
1905,RICARDO LAMAS,Featherweight,20-8-0 (W-L-D),Freestyle
1906,NATE LANDWEHR,Featherweight,15-4-0 (W-L-D),Freestyle
1907,RONNIE LAWRENCE,Bantamweight,8-1-0 (W-L-D),Freestyle
1908,ZVIAD LAZISHVILI,Bantamweight,13-1-0 (W-L-D),Freestyle
1909,JORDAN LEAVITT,Lightweight,10-1-0 (W-L-D),Freestyle
1910,LEAH LETSON,Women's Featherweight,5-3-0 (W-L-D),Freestyle
1911,BEVON LEWIS,Middleweight,8-3-0 (W-L-D),Freestyle
1912,ROQUE MARTINEZ,Heavyweight,15-8-2 (W-L-D),Freestyle
1913,JONATHAN MARTINEZ,Bantamweight,15-4-0 (W-L-D),Freestyle
1914,JAKE MATTHEWS,Welterweight,17-5-0 (W-L-D),Freestyle
1915,COURT MCGEE,Welterweight,22-10-0 (W-L-D),Freestyle
1916,GERALD MEERSCHAERT,Middleweight,34-15-0 (W-L-D),Freestyle
1917,ALONZO MENIFIELD,Light Heavyweight,11-3-0 (W-L-D),Freestyle
1918,NICCO MONTANO,Women's Bantamweight,5-3-0 (W-L-D),Freestyle
1919,JAMIE MULLARKEY,Lightweight,14-5-0 (W-L-D),Freestyle
1920,JOHNNY MUNOZ,Bantamweight,11-1-0 (W-L-D),Freestyle
1921,VINCE MURDOCK,Featherweight,12-4-0 (W-L-D),Freestyle
1922,RAQUEL PENNINGTON,Women's Bantamweight,14-9-0 (W-L-D),Freestyle
1923,ALEX PEREZ,Flyweight,24-6-0 (W-L-D),Freestyle
1924,ANDRE PETROSKI,Middleweight,7-2-0 (W-L-D),Freestyle
1925,VINC PICHEL,Lightweight,14-3-0 (W-L-D),Freestyle
1926,JAMIE PICKETT,Middleweight,13-7-0 (W-L-D),Freestyle
1927,DANIEL PINEDA,Featherweight,27-14-0 (W-L-D),Freestyle
1928,NIKO PRICE,Welterweight,15-6-0 (W-L-D),Freestyle
1929,ALEKSANDAR RAKIĆ,Light Heavyweight,14-2-0 (W-L-D),Freestyle
1930,RAY RODRIGUEZ,Bantamweight,16-8-0 (W-L-D),Freestyle
1931,YAIR RODRIGUEZ,Featherweight,14-3-0 (W-L-D),Freestyle
1932,DANIEL RODRIGUEZ,Welterweight,16-2-0 (W-L-D),Freestyle
1933,CHARLES ROSA,Lightweight,14-7-0 (W-L-D),Freestyle
1934,LUKE SANDERS,Featherweight,13-5-0 (W-L-D),Freestyle
1935,MATTHEW SEMELSBERGER,Welterweight,10-3-0 (W-L-D),Freestyle
1936,JAMEY SIMMONS,Bantamweight,7-4-0 (W-L-D),Freestyle
1937,ANTHONY SMITH,Light Heavyweight,36-16-0 (W-L-D),Freestyle
1938,SEAN SORIANO,Featherweight,14-8-0 (W-L-D),Freestyle
1939,CODY STAMANN,Bantamweight,19-5-1 (W-L-D),Freestyle
1940,JEREMY STEPHENS,Lightweight,28-19-0 (W-L-D),Freestyle
1941,JESSE STRADER,Bantamweight,5-3-0 (W-L-D),Freestyle
1942,MARK STRIEGL,Featherweight,18-4-0 (W-L-D),Freestyle
1943,DEQUAN TOWNSEND,Middleweight,21-12-0 (W-L-D),Freestyle
1944,RICKY TURCIOS,Bantamweight,12-2-0 (W-L-D),Freestyle
1945,KAMARU USMAN,Welterweight,20-1-0 (W-L-D),Freestyle
1946,KAZULA VARGAS,Lightweight,12-5-0 (W-L-D),Freestyle
1947,LUIGI VENDRAMINI,Lightweight,9-3-0 (W-L-D),Freestyle
1948,CJ VERGARA,Flyweight,10-3-1 (W-L-D),Freestyle
1949,JAMES WALLACE,Lightweight,9-2-0 (W-L-D),Freestyle
1950,JORDAN WILLIAMS,Welterweight,9-6-0 (W-L-D),Freestyle
1951,MATT WIMAN,Lightweight,16-10-0 (W-L-D),Freestyle
1952,TYRON WOODLEY,Welterweight,19-7-1 (W-L-D),Freestyle
1953,SEAN WOODSON,Featherweight,9-1-0 (W-L-D),Freestyle
1954,YOUSSEF ZALAL,Featherweight,10-5-0 (W-L-D),Freestyle
1955,ZHALGAS ZHUMAGULOV,Flyweight,14-6-0 (W-L-D),Freestyle
1956,KLIDSON ABREU,Light Heavyweight,15-4-0 (W-L-D),Brazilian Jiu-Jitsu
1957,ROGERIO BONTORIN,Flyweight,17-4-0 (W-L-D),Brazilian Jiu-Jitsu
1958,SEAN BRADY,Welterweight,15-0-0 (W-L-D),Brazilian Jiu-Jitsu
1959,GILBERT BURNS,Welterweight,20-5-0 (W-L-D),Brazilian Jiu-Jitsu
1960,MISHA CIRKUNOV,Middleweight,15-8-0 (W-L-D),Brazilian Jiu-Jitsu
1961,VANESSA DEMOPOULOS,Women's Strawweight,7-4-0 (W-L-D),Brazilian Jiu-Jitsu
1962,MACKENZIE DERN,Women's Strawweight,12-2-0 (W-L-D),Brazilian Jiu-Jitsu
1963,NICK DIAZ,Middleweight,26-11-0 (W-L-D),Brazilian Jiu-Jitsu
1964,MICKEY GALL,Welterweight,7-5-0 (W-L-D),Brazilian Jiu-Jitsu
1965,KYUNG HO KANG,Bantamweight,17-9-0 (W-L-D),Brazilian Jiu-Jitsu
1966,MATHEUS NICOLAU,Flyweight,18-3-1 (W-L-D),Brazilian Jiu-Jitsu
1967,RAULIAN PAIVA,Bantamweight,21-4-0 (W-L-D),Brazilian Jiu-Jitsu
1968,MICHEL PRAZERES,Welterweight,26-4-0 (W-L-D),Brazilian Jiu-Jitsu
1969,PAT SABATINI,Featherweight,17-3-0 (W-L-D),Brazilian Jiu-Jitsu
1970,MATT SCHNELL,Flyweight,15-6-0 (W-L-D),Brazilian Jiu-Jitsu
1971,GABRIEL SILVA,Bantamweight,7-2-0 (W-L-D),Brazilian Jiu-Jitsu
1972,LIVINHA SOUZA,Women's Strawweight,14-4-0 (W-L-D),Brazilian Jiu-Jitsu
1973,RONALDO SOUZA,Middleweight,26-10-0 (W-L-D),Brazilian Jiu-Jitsu
1974,NIKLAS STOLZE,Welterweight,0-2-0 (W-L-D),Brazilian Jiu-Jitsu
1975,CUB SWANSON,Featherweight,28-12-0 (W-L-D),Brazilian Jiu-Jitsu
1976,ILIA TOPURIA,Lightweight,12-0-0 (W-L-D),Brazilian Jiu-Jitsu
1977,RODOLFO VIEIRA,Middleweight,8-1-0 (W-L-D),Brazilian Jiu-Jitsu
1978,ALEXANDER VOLKOV,Heavyweight,34-10-0 (W-L-D),Brazilian Jiu-Jitsu
1979,JEREMIAH WELLS,Welterweight,10-2-0 (W-L-D),Brazilian Jiu-Jitsu
1980,ROBERT WHITTAKER,Middleweight,24-6-0 (W-L-D),Brazilian Jiu-Jitsu
1981,ANTONIO CARLOS JUNIOR,Middleweight,11-5-0 (W-L-D),Boxer
1982,DEVIN CLARK,Heavyweight,13-6-0 (W-L-D),Boxer
1983,JARJIS DANHO,Heavyweight,7-1-1 (W-L-D),Boxer
1984,JUNIOR DOS SANTOS,Heavyweight,21-9-0 (W-L-D),Boxer
1985,ANDRE EWELL,Featherweight,17-9-0 (W-L-D),Boxer
1986,ANDRE FIALHO,Welterweight,16-4-0 (W-L-D),Boxer
1987,RAFA GARCIA,Lightweight,14-2-0 (W-L-D),Boxer
1988,CHRISTOS GIAGOS,Lightweight,19-9-0 (W-L-D),Boxer
1989,JUSTIN GONZALES,Featherweight,9-0-0 (W-L-D),Boxer
1990,NOHELIN HERNANDEZ,Bantamweight,10-4-0 (W-L-D),Boxer
1991,MILES JOHNS,Bantamweight,12-2-0 (W-L-D),Boxer
1992,TONY JOHNSON,Light Heavyweight,7-2-0 (W-L-D),Boxer
1993,JUSTIN LEDET,Light Heavyweight,9-4-0 (W-L-D),Boxer
1994,PINGYUAN LIU,Bantamweight,13-7-0 (W-L-D),Boxer
1995,JACK MARSHMAN,Middleweight,23-10-0 (W-L-D),Boxer
1996,JORGE MASVIDAL,Welterweight,35-16-0 (W-L-D),Boxer
1997,MOLLY MCCANN,Women's Flyweight,12-4-0 (W-L-D),Boxer
1998,ALEJANDRO PÉREZ,Featherweight,23-9-1 (W-L-D),Boxer
1999,DOMINGO PILARTE,Bantamweight,8-3-0 (W-L-D),Boxer
2000,JESSE RONSON,Lightweight,21-11-0 (W-L-D),Boxer
2001,PHIL ROWE,Welterweight,9-3-0 (W-L-D),Boxer
2002,JAMES VICK,Welterweight,13-5-0 (W-L-D),Boxer
2003,SONG YADONG,Bantamweight,19-6-1 (W-L-D),Boxer
2004,PETR YAN,Bantamweight,16-3-0 (W-L-D),Boxer
2005,ADRIAN YANEZ,Bantamweight,15-3-0 (W-L-D),Boxer
2006,MARIYA AGAPOVA,Women's Flyweight,10-3-0 (W-L-D),Kickboxer
2007,OMARI AKHMEDOV,Middleweight,21-6-1 (W-L-D),Kickboxer
2008,WARLLEY ALVES,Welterweight,15-5-0 (W-L-D),Kickboxer
2009,ANDREI ARLOVSKI,Heavyweight,34-20-0 (W-L-D),Kickboxer
2010,MODESTAS BUKAUSKAS,Light Heavyweight,11-5-0 (W-L-D),Kickboxer
2011,BETHE CORREIA,Women's Bantamweight,11-6-1 (W-L-D),Kickboxer
2012,BATGEREL DANAA,Bantamweight,12-3-0 (W-L-D),Kickboxer
2013,YORGAN DE CASTRO,Heavyweight,6-3-0 (W-L-D),Kickboxer
2014,BLOOD DIAMOND,Welterweight,3-1-0 (W-L-D),Kickboxer
2015,JAMALL EMMERS,Featherweight,18-6-0 (W-L-D),Kickboxer
2016,KAI KARA FRANCE,Flyweight,24-9-0 (W-L-D),Kickboxer
2017,MALCOLM GORDON,Flyweight,14-5-0 (W-L-D),Kickboxer
2018,MAX GRIFFIN,Welterweight,18-9-0 (W-L-D),Kickboxer
2019,HOLLY HOLM,Women's Bantamweight,14-5-0 (W-L-D),Kickboxer
2020,CHAN SUNG JUNG,Featherweight,17-7-0 (W-L-D),Kickboxer
2021,KYUNG HO KANG,Bantamweight,17-9-0 (W-L-D),Kickboxer
2022,SYURI KONDO,Women's Strawweight,6-3-0 (W-L-D),Kickboxer
2023,YANCY MEDEIROS,Lightweight,15-8-0 (W-L-D),Kickboxer
2024,ALEX MORONO,Welterweight,21-7-0 (W-L-D),Kickboxer
2025,NIKOLAS MOTTA,Lightweight,1-1-0 (W-L-D),Kickboxer
2026,LERONE MURPHY,Featherweight,11-0-1 (W-L-D),Kickboxer
2027,ALEX PEREIRA,Middleweight,2-0-0 (W-L-D),Kickboxer
